SMZ,State,RET00,OFF00,IND00,OTH00,RET07,OFF07,IND07,OTH07,RET10,OFF10,IND10,OTH10,RET30,OFF30,IND30,OTH30,RET40,OFF40,IND40,OTH40
1,24,353,945,118,784,373,999,125,829,476,1592,179,1350,464,1181,147,978,2029,6393,637,6660
